Final deadline for early registration fee,Camera-ready papers,Final decision notification,Presentation drafts submission deadline,Notification of Event,Submission deadline (Extended),Notification of acceptance/rejection,Tutorials,Decision on Abstracts,Notification of Paper Acceptance or Rejection,Notification of acceptance,Early Bird Registration,Special issue completed,Download CFP,Camera Ready and Registration Due:,Full papers submission Deadline,Workshop proposals,Demo submission deadline,Author Notification,Facebook,Event venue,Extended submission deadline,Camera ready deadline,Notification of acceptance of papers,Co-located event proposal deadline,Abstract registration deadline,Version finale,Notification to authors of acceptance,Notification aux auteurs,Deadline for Covering a Conference Fee,Paper notification,Camera-ready copies,Notification of paper acceptance,Departure date,First round review due,Camera-ready copies due,Final Drafts Submitted,Early bird registration,Camera-ready and Registration,Last Date of Registration,Chief Guest,Camera Ready Final Drafts Due,Acceptance decision,Full Chapter Submission Deadline (Extended),Public day (open),Maps and posters track submission deadline,Camera Ready Version,Word template for submissions,Last date of Registration,Maps and posters track abstract submission deadline,Arrival date,General Chair :,Camera-ready,Final papers for post-proceedings,Acceptance Date:,Technical Program Committee Chair,Main conference track submission deadline,Second Deadline Submission,Camera-ready submission,Submission of final papers,Demo submissions,Revised papers,Final papers submission and registration,Result announcement,Paper Camera-ready version due,Galgotias Univerity,Link,GALA Video Submissions,Posters,Extension deadline,Abstract/Paper Submission Deadline for the Second Phase,(Early bird registration deadline) Confirmation of attendance,Acceptance/reject letters,Abstract/Paper Submission Deadline for the First Phase,Submission,Main conference track community voting opens,Camera-Ready papers,Notification for authors,Demo abstract submission deadline,Notification date,Registration,Camera-ready paper due,Regular Submissions Open Till,Notification to authors,Author Decision Notification,Date of Registration,Camera-ready Submission,Camera-ready version of papers,Camera ready,Camera ready due,Final submission in camera ready format,Notification,Submission of full paper for final review,Demo abstract notification of acceptance,Conference website,Acceptance notification,Technical co Sponsorship,Camera-ready Due,Posters Deadline,Extended submission,Demo abstract registration and payment due,Location:,Registration deadline,Final version of paper and fee deadline,ISPDC-2018:,Presentations Due,Abstract submission deadline,Abstract Submission Deadline,Registration Opening,Notification Date,Submission link,Academic track abstract submission deadline,Final version of paper submission,Notification of review comments,Demo abstract camera-ready version due,Final Paper,Final acceptance decisions,Authors Notification,Final Camera Ready Paper with Author Registration,Installing day,Camera Ready Paper Submission Date,Receipt of Revised Full Paper,Deadline for Camera Ready Version,Main conference track community voting closes,Camera-ready for pre-proceedings,Paper Notification of acceptance,Posters and Lightning talks,Final version deadline,Return of final review,General Chair,Camera ready paper submission deadline,Artifact submission deadline,Extended to this new date,Submission of full papers,Submission deadline,Panel Session Proposals,Academic track camera ready paper for the Proceedings,Final abstract due,Academic track acceptance notice,Demonstration / Poster deadline,Early registration,Tutorial Chair,Registration fee submission,Extension of abstract registration deadline,Professional Day (open),Submission Link,Workshop tracks proposal submission deadline,Paper notification deadline,Registration Due,Main conference track accepted presentations announced,"Final Papers, Signed Copyright Due",Poster,Mathematics and Computing,Camera-ready Paper Due,Industry Track Submissions,Short Paper Deadline,Last date of receiving CRC,Deadline for short papers,Camera ready papers due,Acceptance Notification,"Proposals for workshops, special sessions, tutorials",Paper Registration and payment due,Industry Tracks,Acceptance of Paper,2nd Extension Deadline,Early bird registration deadline,To submit the Latest Version of the Research Paper,Final versions,Revised versions of chapters,Camera-ready copy due,Twitter,Camera-ready deadline,Decisions announced,Full Paper Submission Deadline,Camera Ready,Tutorial proposal deadline,Posters/Short Paper Submission Due,Camera-ready version,Submit Full Paper,Registration and fee transfer deadline,Extended Submission Deadline,Abstract/Paper Submission Deadline for the Third Phase,Camera ready copies due,Author notification,Acceptance and Notification,Final Paper Submission Date,Camera ready papers,Paper Submission deadline,Author Notifications distributed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/profiles-datasearch-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://profiles-datasearch.github.io/2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=profiles-datasearch2018,,,,,,,,,,,,,,,,,,,,,,,,"January 24, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/bigri2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bigri2018.mephi.edu,"May 16, 2018",,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=bigri2018,,,,,,,,,,,,,,,,,,,,,,,,"March 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/SmartObjects18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.smart-objects.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=smartobjects18,,,,,,,,,,,,,,,,,,,,,,,,"February 2, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"January 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/SENSym2018,,,,,,,,,,,,,,,,,,,,,,,,,"January 16, 2018",,,http://www.sen-symposium.nl/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=sensym2018,,,,,,,,,,,,,,,,,,,,,,,,"January 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICFNDS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.icfnds.org,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icfnds2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/WETSEB2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.agilegroup.eu/wetseb2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=wetseb2018,,,,,,,,,,,,,,,,,,,,,,,,"February 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/parlearning2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://parlearning.ecs.fullerton.edu/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=parlearning2018,,,,,,,,,,,,,,,,,,,,,,,,"February 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/helicon2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=helicon2018,,,,,,,,,,,,,,,,,,,,,,,,"February 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"January 10, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/imtic18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://imtic.muet.edu.pk/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=imtic18,,,,,,,,,,,,,,,,,,,,,,,,"January 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"May 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/citt2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://citt.utb.edu.ec/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=citt2018,,,,,,,,,,,,,,,,,,,,,,,,"May 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/aith2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://matt.qa/aith/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=aith2018,,,,,,,,,,,,,,,,,,,,,,,,"January 19, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 31, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/SMADES2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sites.google.com/site/elseviersds/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=smades2018,,,,,,"October 31, 2018",,,,,,,,,,,,,,,,,,"June 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"September 30, 2018",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ecscw2018exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ecscw2018.loria.fr/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=ecscw2018exploratory,,,,,,,,,,,,,,,,,,,,,,,,"January 26, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/mlp2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ml4p.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=mlp2018,,,,,,,,,,,,,,,,,,,,,,,,"April 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"April 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/FG2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://fg.phil.hhu.de/2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=fg20180,,,,,,,,,,,,,,,,,,,,,,,,"March 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 27, 2018",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"April 10, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/QAPL2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www1.isti.cnr.it/~Massink/EVENTS/QAPL2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=qapl2018,,,,,,,,,,,,,,,,,,,,,,,,"April 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/NONCOG-LAK18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://noncog-lak.info/wordpress/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=noncoglak18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/CIFSD-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cifsd-2018.sciencesconf.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=cifsd18,,,,,,,,,,,,,,,,,,,,,,,,"January 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 15, 2018",,,,,,,,,,,,,,,,,,https://easychair.org/cfp/NC2TMA-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=nc2tma2018,,,,,,,,"March 3, 2018",,,,,,,,,,,,,,,,"February 17, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 22, 2018",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCIA2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iccia.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iccia2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/BigTraffic2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://illidanlab.github.io/big_traffic/2018/index.html,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=bigtraffic2018,,,,,,,,,,,,,,,,,,,,,,,,"January 19, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/well-being-games2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ice.ci.ritsumei.ac.jp/well-being-games2018.htm,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=wellbeinggames2018,,,,,,,,,,,,,,,,,,,,,,,,"February 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICBCI2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.icbci-conf.com/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icbci2018,,,,,,,,,,,,,,,,,,,,,,,,"March 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICSIP2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icsip.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icsip2018,,,,,,,,,,,,,,,,,,,,,,,,"February 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"April 1, 2018",,,,,,,,,,,,,,,"February 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/nasslli2018-studentsession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"February 12, 2018","March 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ProvenanceWeek2018,,,,,,,,,,,,,,,,,,,,,,,"June 4, 2018",,,,,http://provenanceweek2018.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=provenanceweek2018,,,,,,,,,,,,,,,,,,,,,,,,"March 19, 2018",,,,,"April 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/BICS-2018,,,,,,,,,,,,,,,"April 15, 2018",,,,,,,,,,"April 1, 2018",,,http://bics2018.org,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=bics2018,,,,,,,,,,,,,,,,,,,,,,,,"March 1, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"January 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/HealTAC-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://healtex.org/event/save-date-1st-healtex-conference/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=healtac2018,,,,,,,,,,,,,,,,,,,,,,,,"January 21, 2018",,,,,,,,,,,,,,,,,download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/eitec18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://eitec.in.tum.de/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=eitec18,,,,,,,,,,,,,,,,,,,,,,,,"February 11, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ACIRS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://acirs.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=acirs2018,,,,,,,,,,,,,,,,,,,,,,,,"March 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICCSS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iccss.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iccss2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ICWOC2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icwoc.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=icwoc2018,,,,,,,,,,,,,,,,,,,,,,,,"February 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"April 23, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/BIR2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://bir2018.dsv.su.se/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=bir20180,,,,,,,,,,,,,,,,,,,,,,,,"May 2, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 8, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/SCOR18,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://scor18.com,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=scor18,,,,,,,,,,,,,,,,,,,,,,,,"March 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"August 18, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/WRTLT2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://wrtlt2018.hfut.edu.cn,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=wrtlt2018,,,,,,,,,,,,,,,,,,,,,,,,"September 18, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/IoT-ASAP_2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://iotasap.github.io/IoTASAP2018,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=iotasap2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"December 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/BD4EI-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://iesa2018.ipk.fraunhofer.de/4956/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=bd4ei,,,,,,,,,,,,,,,,,,,,,,,,"March 6, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"December 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ncdcm2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.arts.nprcolleges.org,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=ncdcm2017,,,,,,,,,,,,,,,,,,,,,,,,"December 25, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/CESI2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cesi-workshops.org/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=cesi2018,,,,,,,,,,,,,,,,,,,,,,,,"February 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/BGD19,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.martinwerner.de,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=bgd19,,,,,,,,,,,,,,,,,,,,,,,,"October 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"March 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/icra_ws_ard18,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sites.google.com/view/icraws-adr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 20, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ALHawaii2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://universalalgebra.github.io/ALH-2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=alhawaii2018,,,,,,,,,,,,,,,,,,,,,,,,"February 15, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/ESSoS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://distrinet.cs.kuleuven.be/events/essos/2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=essos2018,,,,,,,,,,,,,,,,,,,,,,,,"March 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"February 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/MICS2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.micsymposium.org/mics2018/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=mics2018,,,,,,,,,,,,,,,,,,,,,,,,"March 16, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"January 29, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/DESWeb2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.univ-orleans.fr/lifo/evenements/DESWEB/,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=desweb2018,,,,,,,,,,,,,,,,,,,,,,,,"January 29, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/EF2018MUC,,,,,,,,,,,,,,,,,,,,,,,,,"May 7, 2018",,,http://www.erp-future.com,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=ef2018muc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March 28, 2018",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easychair.org/cfp/IFIPTM-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sites.uoit.ca/ifiptm2018/index.php,,,,,,,,,,,,,,,,https://easychair.org/conferences/?conf=ifiptm2018,,,,,,,,,,,,,,,,,,,,,,,,"February 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
